"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.550373134328358,0.308699540112417,0.640776699029126,0.25,0.850746268656716,0.473684210526316,0.327272727272727,0.123851473632902
