"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.551147003745318,0.297008059610706,0.635036496350365,0.270833333333333,0.831460674157303,0.464285714285714,0.342105263157895,0.121024570571358
