"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.576076779026217,0.40257502027575,0.686131386861314,0.208333333333333,0.943820224719101,0.666666666666667,0.317460317460317,0.232472823177016
