"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.539208801498127,0.379602985214299,0.656934306569343,0.145833333333333,0.932584269662921,0.538461538461538,0.229508196721312,0.127657597349834
