"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.546019900497512,0.372903795233892,0.660194174757282,0.166666666666667,0.925373134328358,0.545454545454545,0.25531914893617,0.142093452453426
