"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.716994382022472,0.185374281720764,0.744525547445255,0.625,0.808988764044944,0.638297872340426,0.631578947368421,0.436137996396267
