"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.827598314606742,0.101832564385071,0.832116788321168,0.8125,0.842696629213483,0.735849056603774,0.772277227722772,0.641814757272231
