"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.565660112359551,0.403496480709072,0.678832116788321,0.1875,0.943820224719101,0.642857142857143,0.290322580645161,0.206838159993251
