"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.61938202247191,0.477540707467715,0.72992700729927,0.25,0.98876404494382,0.923076923076923,0.39344262295082,0.388688803871136
