"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.69686329588015,0.131068008790519,0.693430656934307,0.708333333333333,0.685393258426966,0.548387096774194,0.618181818181818,0.377384355950676
