"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
<<<<<<< HEAD
"1",14000,0.503316749585406,0.316955967441404,0.621359223300971,0.111111111111111,0.895522388059702,0.363636363636364,0.170212765957447,0.0102409695461928
=======
"1",14000,0.576076779026217,0.40257502027575,0.686131386861314,0.208333333333333,0.943820224719101,0.666666666666667,0.317460317460317,0.232472823177016
>>>>>>> 0a3b9a912a24ad7ee9719c615fe750996e059b31
