"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
<<<<<<< HEAD
"1",14000,0.550373134328358,0.308699540112417,0.640776699029126,0.25,0.850746268656716,0.473684210526316,0.327272727272727,0.123851473632902
=======
"1",14000,0.540847378277154,0.476874782759819,0.671532846715328,0.104166666666667,0.97752808988764,0.714285714285714,0.181818181818182,0.17700645681851
>>>>>>> 0a3b9a912a24ad7ee9719c615fe750996e059b31
