"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",14000,0.596910112359551,0.39609274366681,0.700729927007299,0.25,0.943820224719101,0.705882352941177,0.369230769230769,0.280478535464973
